CustID,CustMonVal,ClaimsRate,IMP_Children,IMP_EducDeg,IMP_GeoLivArea,IMP_MonthSal,age,policy_time,reversals,_SEGMENT_,Distance,EM_SEGMENT
69,476.65,0.33,1,2 - High School,4,1399,39,33,0,4,0.8411133436,4
70,316.98,0.36,1,3 - BSc/MSc,4,2119,32,27,1,3,0.9631764055,3
71,83.9,0.84,0,2 - High School,2,3382,64,22,0,1,0.6965500183,1
72,195.82,0.72,1,3 - BSc/MSc,4,1159,27,31,0,3,1.1366746324,3
73,-25,1,1,3 - BSc/MSc,4,3206,65,26,0,1,0.9206272744,1
74,272.61,0.63,1,2 - High School,1,2336,60,23,0,3,0.9351508603,3
75,-25,1,1,2 - High School,1,1440,36,31,0,3,1.1357313571,3
76,234.83,0.66,1,3 - BSc/MSc,4,2934,60,20,0,1,1.0321892894,1
77,747.03,0.2,0,3 - BSc/MSc,4,4196,67,20,0,1,2.4168363425,1
78,74.45,0.85,1,2 - High School,4,3284,54,32,0,2,1.0633409492,2
79,-50.31,1.04,1,4 - PhD,3,3091,65,38,2,2,0.7580913501,2
80,352.96,0.42,0,3 - BSc/MSc,4,3901,68,38,0,2,1.8406585634,2
81,14.34,0.95,1,1 - Basic,4,2318,55,36,0,2,0.2768519603,2
82,274.19,0.46,1,2 - High School,3,1431,34,30,1,3,1.0430059837,3
83,308.31,0.35,1,2 - High School,2,3234,54,24,1,1,0.5748809988,1
84,423.53,0.33,1,3 - BSc/MSc,1,1792,31,21,0,3,1.3247610677,3
85,-47.67,1.03,1,2 - High School,3,2656,57,19,0,3,1.4646708971,3
86,317.83,0.61,0,3 - BSc/MSc,3,2479,48,40,0,2,1.1354553106,2
87,-19.22,0.99,1,3 - BSc/MSc,4,1631,28,22,0,3,0.6759019254,3
88,-46,1.03,1,3 - BSc/MSc,2,2423,46,19,2,3,1.3125359664,3
89,-139.11,1.21,1,3 - BSc/MSc,3,1779,33,21,1,3,1.1553685475,3
90,-54.56,1.05,0,3 - BSc/MSc,4,3860,73,27,0,1,1.0624678678,1
91,402.18,0.4,1,3 - BSc/MSc,3,1416,32,25,0,3,1.1461808315,3
92,238.94,0.64,0,1 - Basic,3,3903,77,23,0,1,0.5701919915,1
93,-66.12,1.06,1,3 - BSc/MSc,1,2976,63,29,0,1,1.2776055035,1
94,400.86,0.44,1,3 - BSc/MSc,4,1986,37,34,0,4,0.6165008929,4
95,174.37,0.71,1,4 - PhD,2,1270,32,24,0,3,0.4853502881,3
96,-25,1,1,3 - BSc/MSc,4,2668,30,40,0,2,0.6224403229,2
97,-91,1.12,1,3 - BSc/MSc,4,2831,52,24,3,1,1.338146702,1
98,120.47,0.81,0,2 - High School,4,3924,78,20,0,1,0.9721747097,1
99,179.26,0.68,1,1 - Basic,1,3870,66,28,0,1,0.5281074115,1
100,14.23,0.94,1,2 - High School,1,2805,49,32,0,2,0.7888168839,2
101,-55.56,1.05,1,2 - High School,4,2744,56,39,0,2,0.6173656695,2
102,654.9,0.39,1,1 - Basic,3,2694,60,35,0,4,0.7741700906,4
103,-25,1,1,2 - High School,4,2071,36,35,0,2,0.6056411332,2
104,257.84,0.53,0,3 - BSc/MSc,2,3194,64,41,0,2,1.237441484,2
105,46.12,0.89,1,2 - High School,1,2342,37,20,0,3,1.0168625152,3
106,-2.65,0.97,1,3 - BSc/MSc,4,2019,28,30,0,3,0.9946439096,3
107,201.82,0.71,0,3 - BSc/MSc,3,3480,68,37,0,2,1.140502249,2
108,133.81,0.77,1,2 - High School,3,3673,58,27,0,1,0.3681529187,1
109,71.24,0.93,1,1 - Basic,4,764,21,25,0,3,0.9538166768,3
110,317.29,0.54,1,2 - High School,3,2126,40,36,1,4,1.0110853315,4
111,385.66,0.25,1,3 - BSc/MSc,4,2039,50,26,2,3,1.1268892914,3
112,343.52,0.43,0,3 - BSc/MSc,3,3507,66,25,0,1,0.5866915782,1
114,231.49,0.66,1,3 - BSc/MSc,3,2257,45,23,0,3,0.7777636783,3
115,344.3,0.49,1,3 - BSc/MSc,4,2059,43,24,1,3,0.9710277794,3
116,330.51,0.48,1,2 - High School,3,1834,41,28,0,3,0.9840981324,3
117,498.54,0.14,1,3 - BSc/MSc,1,2684,50,22,0,1,1.5526652205,1
118,283.95,0.61,1,2 - High School,4,3128,62,37,0,2,1.0882407895,2
119,525.88,0.41,1,2 - High School,3,2181,56,38,0,4,0.8154740461,4
120,305.05,0.62,0,3 - BSc/MSc,3,3650,68,30,0,1,0.8209082844,1
121,422.18,0.56,1,2 - High School,1,1444,32,27,0,4,1.2290976004,4
122,290.17,0.57,1,3 - BSc/MSc,4,2402,60,19,0,3,1.3163820713,3
123,643.24,0.18,1,1 - Basic,1,1518,27,19,0,4,2.2116802026,4
124,68.35,0.89,1,1 - Basic,1,2957,57,25,0,1,0.7587013252,1
125,319.31,0.35,1,3 - BSc/MSc,1,2614,47,36,2,2,1.033430186,2
126,180.04,0.64,1,2 - High School,1,1412,26,25,0,3,0.3700704744,3
127,-21,0.99,1,2 - High School,4,1853,49,39,0,2,0.8146508963,2
128,-19.11,1,0,2 - High School,3,3481,64,38,0,2,1.0563402612,2
129,23.8,0.91,0,3 - BSc/MSc,1,3971,70,34,1,1,1.5261381755,1
130,93.25,0.82,1,4 - PhD,1,3272,63,37,0,2,0.7926816261,2
131,317.06,0.49,1,2 - High School,4,1615,39,27,0,3,0.8574106387,3
132,518.1,0.12,1,2 - High School,2,2328,48,19,0,3,1.9046765609,3
133,-67.23,1.06,1,3 - BSc/MSc,4,1423,34,22,0,3,0.8724400733,3
134,100.79,0.82,0,3 - BSc/MSc,2,3577,73,38,0,2,1.1205726907,2
135,543.21,0.14,1,4 - PhD,2,1810,39,40,1,4,1.1808704531,4
137,241.72,0.65,0,3 - BSc/MSc,4,2516,44,28,0,3,1.0988477355,3
138,456.76,0.31,0,2 - High School,4,3799,63,22,0,1,1.1881396771,1
139,149.59,0.69,1,2 - High School,2,2538,40,37,0,2,0.362949041,2
140,649.67,0.25,1,2 - High School,1,3221,59,38,0,4,1.3986021366,4
141,511.42,0.41,1,2 - High School,1,2765,57,29,0,4,0.8128315678,4
142,-12.11,0.98,0,4 - PhD,1,3097,65,19,0,1,1.3425790732,1
143,210.71,0.66,1,4 - PhD,2,1266,30,32,0,3,1.2408083265,3
144,-42.45,1.02,1,3 - BSc/MSc,4,2501.5,26,20,0,3,1.262562929,3
145,-44.78,1.03,1,2 - High School,4,1807,36,20,0,3,0.962314619,3
146,-96.11,1.12,1,1 - Basic,1,2554,30,33,1,2,0.82230436,2
147,72.8,0.85,1,3 - BSc/MSc,4,2342,33,24,0,3,0.7023366006,3
148,374.41,0.43,1,2 - High School,3,2951,62,37,0,4,1.2090596631,4
149,521.99,0.09,1,3 - BSc/MSc,3,2649,50,34,0,4,0.5187898556,4
150,255.71,0.63,1,1 - Basic,4,984,22,27,0,3,0.9586795556,3
151,463.54,0.47,0,2 - High School,4,3686,68,23,0,1,1.1301917134,1
152,433.97,0.48,1,2 - High School,3,1146,32,39,0,4,1.4919078318,4
153,10.34,0.97,0,2 - High School,4,1753,27,35,0,2,0.8294216848,2
154,-40.55,1.03,1,3 - BSc/MSc,3,1684,35,26,1,3,0.652104556,3
155,477.21,0.12,0,3 - BSc/MSc,2,2333,49,19,1,3,1.7772226671,3
156,589.33,0.43,0,3 - BSc/MSc,3,1354,24,30,1,4,0.9569402414,4
157,130.04,0.78,0,2 - High School,4,3825,67,32,0,1,1.0672635374,1
158,343.07,0.44,1,3 - BSc/MSc,3,1181,34,28,0,3,1.135444269,3
159,413.31,0.22,1,3 - BSc/MSc,2,3044,58,40,1,4,1.5009051731,4
160,-52,1.05,1,3 - BSc/MSc,2,2234,42,20,2,3,1.1235281619,3
161,509.11,0.06,1,3 - BSc/MSc,4,3082,44,33,2,4,0.9207046777,4
162,471.21,0.25,0,3 - BSc/MSc,1,2285,39,41,0,4,1.2999528307,4
163,423.64,0.3,1,3 - BSc/MSc,1,1652,40,32,0,4,0.7154342341,4
164,103.02,0.81,1,2 - High School,4,2412,43,25,1,3,0.7468186393,3
165,269.61,0.51,1,3 - BSc/MSc,2,1402,31,19,0,3,1.0840824548,3
166,446.08,0.26,0,3 - BSc/MSc,4,2155,42,35,0,4,0.5139470634,4
167,493.43,0.52,1,1 - Basic,4,3617,65,21,0,1,1.3554711544,1
168,188.93,0.67,0,3 - BSc/MSc,2,3994,75,20,0,1,0.9617578208,1
169,205.16,0.72,1,2 - High School,4,927,19,39,0,2,1.7443579937,2
170,211.84,0.58,0,3 - BSc/MSc,3,3196,63,28,1,1,0.5071939644,1
171,455.87,0.4,0,1 - Basic,4,3916,75,32,0,1,1.4784769562,1
173,437.31,0.29,1,2 - High School,4,2609,56,29,0,4,0.8044937575,4
174,5.34,0.96,1,2 - High School,2,2902,50,23,0,1,1.0409322802,1
175,38.01,0.9,1,4 - PhD,1,1664,37,26,0,3,0.3717859142,3
176,360.63,0.32,1,2 - High School,4,2854,50,39,1,2,1.2854639832,2
177,-57.9,1.05,0,3 - BSc/MSc,4,3198,48,31,0,2,1.1997751133,2
178,453.2,0.28,1,2 - High School,3,2103,53,29,0,4,0.6511212968,4
179,74.35,0.86,1,3 - BSc/MSc,3,1979,40,28,0,3,0.6106136672,3
180,284.07,0.6,0,2 - High School,3,1739,34,32,0,4,1.1036654319,4
181,61.13,0.91,0,3 - BSc/MSc,3,3234,72,36,0,2,0.7473920258,2
182,-25.66,1,0,2 - High School,1,4091,75,34,1,1,1.6594817676,1
183,133.92,0.86,0,2 - High School,1,826,25,21,0,3,1.0369581664,3
184,465.65,0.22,1,3 - BSc/MSc,2,2195,43,39,1,4,1.0076934016,4
185,-62.23,1.07,1,2 - High School,4,2419,32,23,0,3,1.0610669615,3
186,426.64,0.27,1,3 - BSc/MSc,1,1020,34,33,0,4,1.2689779266,4
187,-128.24,1.07,1,1 - Basic,2,1247,17,23,0,3,1.0914245943,3
188,422.99,0.19,1,4 - PhD,4,1924,34,32,1,4,0.5377681802,4
189,201.82,0.79,1,3 - BSc/MSc,3,3035,65,39,0,2,0.8545879677,2
190,9.34,0.94,1,3 - BSc/MSc,2,3057,62,30,0,1,1.1028691621,1
191,18.34,0.93,1,3 - BSc/MSc,4,2620,45,38,1,2,0.2796047304,2
192,872.07,0.12,0,1 - Basic,2,1486,22,20,0,4,2.4216616502,4
193,436.42,0.25,1,3 - BSc/MSc,4,3544,64,38,1,4,1.6534736369,4
194,-25,1,1,4 - PhD,2,2549,41,25,0,3,1.0462313998,3
195,-101,1.14,1,3 - BSc/MSc,4,2349,38,26,1,3,1.1117514426,3
196,379.63,0.39,0,3 - BSc/MSc,4,3115,58,30,0,1,1.0771950377,1
197,-51.54,1.05,1,3 - BSc/MSc,4,3806,73,22,1,1,1.1379273691,1
198,168.71,0.66,0,4 - PhD,3,3746,71,26,1,1,0.266631152,1
199,-30.78,1.01,1,3 - BSc/MSc,4,3333,61,21,0,1,1.1294880127,1
200,278.38,0.62,1,3 - BSc/MSc,4,3221,58,20,0,1,0.9414866475,1
201,303.09,0.38,1,3 - BSc/MSc,1,1938,31,27,3,3,0.8461698163,3
202,263.62,0.62,1,1 - Basic,3,2686,63,25,0,1,0.8907948618,1
203,183.26,0.84,1,3 - BSc/MSc,4,2544,56,27,0,3,0.9788180791,3
204,50.9,0.88,1,2 - High School,3,1592,31,20,0,3,0.7622849867,3
205,-122.24,1.13,1,2 - High School,1,2782,55,33,0,2,0.9415113438,2
206,328.73,0.46,1,2 - High School,3,1968,33,40,0,2,1.2953572469,2
207,260.72,0.64,0,2 - High School,1,2900,64,38,0,2,0.9110778703,2
208,45.02,0.89,0,3 - BSc/MSc,3,3960,71,19,0,1,1.2290548637,1
209,410.86,0.43,1,2 - High School,4,3032,51,24,0,1,1.0046372336,1
210,63.35,0.89,1,2 - High School,1,873,32,31,1,3,1.2806435253,3
211,431.33,0.18,1,3 - BSc/MSc,1,2343,54,32,1,4,0.4625895536,4
212,-60,1.06,1,3 - BSc/MSc,4,2400,48,23,2,3,1.0416185277,3
213,496.65,0.21,1,3 - BSc/MSc,4,3083,56,30,1,4,1.0094706519,4
214,-146.91,1.21,1,1 - Basic,1,2439,46,20,1,3,1.4741980857,3
215,443.09,0.24,1,4 - PhD,1,1609,40,23,1,3,1.3002887416,3
216,324.4,0.58,1,3 - BSc/MSc,1,2106,49,32,0,4,0.8519471683,4
217,391.2,0.32,1,3 - BSc/MSc,3,2736,58,24,0,1,1.1284590129,1
218,312.73,0.45,1,3 - BSc/MSc,4,1363,26,23,0,3,0.867166731,3
219,57.23,0.88,1,2 - High School,4,3012,49,25,1,1,0.7482936727,1
220,31.01,0.93,1,2 - High School,4,1342,23,31,0,3,1.0730887075,3
221,249.05,0.66,1,2 - High School,1,4031,68,26,0,1,0.5702067587,1
222,-25,1,1,4 - PhD,3,3738,72,32,0,1,1.3296576003,1
223,183.92,0.72,1,3 - BSc/MSc,4,1934,45,23,0,3,0.4442772982,3
224,436.53,0.4,0,3 - BSc/MSc,4,1757,49,33,0,4,0.5980205516,4
225,511.54,0.23,1,2 - High School,1,2746,40,31,0,4,0.6299707248,4
226,-47,1.04,1,3 - BSc/MSc,1,2469,48,38,1,2,0.4599621356,2
227,84.02,0.84,0,3 - BSc/MSc,2,3643,69,39,0,2,1.213675754,2
228,807.72,0,1,2 - High School,4,1607,34,35,0,4,1.2569589306,4
229,-189.25,1.2,0,3 - BSc/MSc,4,1109,29,19,0,3,1.5904848471,3
230,279.94,0.54,1,3 - BSc/MSc,1,3226,65,36,0,2,1.1404843486,2
231,-69.12,1.06,0,2 - High School,1,3812,69,36,0,2,1.4228101605,2
232,461.99,0.41,0,2 - High School,3,3851,72,41,0,4,2.1378908443,4
233,514.32,0.16,1,2 - High School,4,2524,52,31,0,4,0.4340624856,4
234,114.36,0.88,1,2 - High School,1,1650,31,21,0,3,0.5592803894,3
235,-13.33,0.99,1,1 - Basic,2,1980,20,25,0,3,0.5989183547,3
236,374.2,0.28,1,3 - BSc/MSc,1,2568,54,38,1,4,1.1099182502,4
237,752.03,0.27,0,2 - High School,4,3573,68,29,0,4,1.7278122337,4
238,293.06,0.65,1,2 - High School,4,2924,52,38,0,2,1.0330276553,2
239,549.65,0.43,1,2 - High School,4,1889,44,24,0,4,1.3425410305,4
240,564.43,0.33,0,2 - High School,1,3506,68,24,0,1,1.4643621656,1
241,481.77,0.07,1,3 - BSc/MSc,1,2418,46,24,1,4,1.3473670916,4
242,381.53,0.49,1,2 - High School,4,642,30,33,0,4,1.6912347112,4
243,51.35,0.88,0,3 - BSc/MSc,1,3766,64,41,0,2,1.4403304118,2
244,493.09,0.32,0,3 - BSc/MSc,4,3676,71,31,0,1,1.4456121986,1
245,161.25,0.75,1,3 - BSc/MSc,3,1207,28,27,0,3,0.621144603,3
246,-20.55,1,1,1 - Basic,3,566,23,32,0,3,1.6775449952,3
247,308.73,0.5,1,3 - BSc/MSc,2,1637,30,26,0,3,0.7742527721,3
248,557.12,0,1,3 - BSc/MSc,3,2389,48,22,0,4,1.6247413754,4
249,-58.99,1.06,1,3 - BSc/MSc,3,1817,34,33,1,2,1.0062729512,2
250,535.88,0.12,1,4 - PhD,4,2572,43,29,0,4,0.6753455305,4
251,704.24,0.35,1,2 - High School,4,1579,29,25,1,4,1.4609888397,4
252,-25,1,1,3 - BSc/MSc,4,1920,36,38,0,2,0.709544212,2
253,-20,0.99,1,3 - BSc/MSc,2,2319,48,41,1,2,0.7486507816,2
254,348.61,0.46,0,3 - BSc/MSc,3,4374,74,26,0,1,1.0630059042,1
255,7,0.95,1,2 - High School,4,1903,32,21,0,3,0.7422922933,3
256,875.63,0.21,0,1 - Basic,1,3842,72,40,0,4,2.4119118417,4
257,302.95,0.55,1,4 - PhD,3,2945,59,26,0,1,0.7242579651,1
258,1105.42,0.21,0,3 - BSc/MSc,1,380,21,25,0,4,3.1030181348,4
259,37.02,0.9,1,2 - High School,4,3463,59,20,0,1,1.0361220293,1
260,455.97,0.35,1,4 - PhD,4,1201,30,32,0,4,1.0601514674,4
261,582.11,0.08,1,4 - PhD,4,2692,46,29,1,4,0.7709118808,4
262,338.84,0.45,1,3 - BSc/MSc,3,1008,29,24,0,3,1.1088349754,3
263,255.95,0.66,1,1 - Basic,1,931,25,34,0,3,1.6936160457,3
264,320.97,0.35,0,3 - BSc/MSc,4,3195,70,36,1,2,1.2491354992,2
265,-41.33,1.03,1,3 - BSc/MSc,4,2715,41,22,2,3,1.2884884155,3
266,1160.88,0,1,3 - BSc/MSc,1,881,26,19,0,4,3.4567071771,4
267,572.77,0.11,1,3 - BSc/MSc,4,1282,34,23,1,4,1.7302077275,4
268,431.42,0.37,1,2 - High School,3,2247,44,32,0,4,0.4383994991,4
269,-42.67,1.02,1,2 - High School,4,1697,39,40,0,2,1.0440276948,2
270,259.06,0.51,1,2 - High School,4,3532,74,33,0,1,1.1670905443,1
271,210.71,0.65,0,3 - BSc/MSc,2,4032,70,36,0,2,1.6668546493,2
272,152.59,0.75,1,1 - Basic,4,2451,40,33,0,2,0.6701374348,2
273,373.07,0.46,1,2 - High School,1,2048,35,36,0,4,0.8402068935,4
274,417.44,0.21,1,2 - High School,3,2029,48,23,1,3,1.2506980921,3
275,-25,1,0,2 - High School,1,3869,67,21,0,1,1.1530816759,1
276,222.16,0.68,0,2 - High School,1,3504,69,26,0,1,0.1336856651,1
277,-60,1.06,1,3 - BSc/MSc,1,2888,48,21,2,1,1.366011148,1
278,287.95,0.61,0,1 - Basic,3,2937,68,25,0,1,0.6977143598,1
279,321.62,0.56,1,2 - High School,1,4343,75,32,0,1,1.3892041135,1
280,193.04,0.79,0,1 - Basic,1,4386,78,18,0,1,1.4373697066,1
281,241.05,0.61,1,3 - BSc/MSc,3,1076,29,31,1,3,1.2363095582,3
282,-175,1.3,1,3 - BSc/MSc,1,3083,54,39,1,2,1.1410951104,2
283,473.43,0.16,1,2 - High School,2,2419,52,21,1,3,1.6765370488,3
284,284.06,0.7,1,1 - Basic,3,1281,19,28,0,3,0.9175338064,3
285,10.34,0.96,0,3 - BSc/MSc,4,3550,72,21,0,1,0.991570511,1
286,414.98,0.25,1,2 - High School,2,1957,39,24,0,3,1.2004220842,3
287,698.57,0.21,1,3 - BSc/MSc,3,3301,63,29,0,4,1.4057296684,4
288,618.8,0,1,2 - High School,3,2193,41,28,0,4,0.7668031517,4
289,172.26,0.77,1,1 - Basic,1,1202,24,40,0,2,1.4895511123,2
290,73.02,0.87,0,2 - High School,1,902,25,29,0,3,1.0437914437,3
291,144.26,0.77,1,3 - BSc/MSc,1,1918,39,22,1,3,0.4832468343,3
292,562.11,0.26,0,2 - High School,4,1192,24,24,0,4,1.6561196933,4
293,-133.24,1.1,1,2 - High School,4,3167,72,42,0,2,1.290492008,2
294,541.54,0.3,1,2 - High School,1,2128,38,39,0,4,0.9670726322,4
295,390.75,0.28,0,3 - BSc/MSc,4,3579,70,22,1,1,0.932692896,1
296,190.82,0.81,0,2 - High School,4,1956,44,25,0,3,0.4015318183,3
297,-49.11,1.04,1,4 - PhD,4,3591,61,30,1,1,1.177934783,1
298,-111.55,1.16,1,3 - BSc/MSc,1,3409,60,24,1,1,1.225375718,1
299,-43.78,1.03,0,4 - PhD,4,3388,67,29,0,1,1.0839928317,1
300,-25,1,0,2 - High School,4,3598,76,25,0,1,0.8677986909,1
301,29.01,0.92,1,3 - BSc/MSc,4,2328,40,31,0,2,0.8853938691,2
302,1356.71,0.05,0,1 - Basic,1,1497,25,40,0,4,3.4607959293,4
303,-59.34,1.06,1,2 - High School,1,2079,50,22,0,3,0.9004468934,3
304,-86.45,1.1,1,3 - BSc/MSc,2,1687,31,39,0,2,1.0685014196,2
305,-20,0.99,1,3 - BSc/MSc,3,2095,34,21,0,3,0.8832707065,3
306,-37.31,1.02,0,3 - BSc/MSc,3,3345,73,27,2,1,0.9540447652,1
307,81.14,0.83,1,3 - BSc/MSc,1,1624,25,20,0,3,0.7265927267,3
308,345.5,0.53,0,3 - BSc/MSc,4,3688,75,23,0,1,0.7205173001,1
309,-50.22,1.05,0,4 - PhD,4,4118,73,41,1,2,1.8169051714,2
310,13.23,0.95,0,2 - High School,3,1786,29,38,0,2,0.7810294767,2
311,9.45,0.95,1,2 - High School,2,1731,44,31,0,3,1.0481649493,3
312,145.47,0.77,1,3 - BSc/MSc,3,3927,62,40,1,2,1.5691094557,2
313,683.8,0,1,3 - BSc/MSc,4,2896,61,25,0,4,1.4749973067,4
314,417.99,0.18,1,4 - PhD,1,2646,40,34,2,4,0.6987298442,4
315,-102.57,1.09,1,1 - Basic,3,3179,60,41,0,2,1.1378391999,2
316,151.04,0.77,0,3 - BSc/MSc,3,3834,70,40,0,2,1.4875000056,2
317,14.23,0.97,1,1 - Basic,4,1569,29,36,0,2,0.9753870975,2
318,331.5,0.49,1,3 - BSc/MSc,4,1779,26,29,0,3,1.0657825458,3
319,25.23,0.93,0,2 - High School,4,2802,57,32,0,2,0.7793788242,2
320,320.62,0.52,1,2 - High School,4,2297,31,26,0,3,1.0299409834,3
321,377.97,0.31,1,3 - BSc/MSc,4,2675,45,42,1,2,1.4998810323,2
322,591,0.19,1,2 - High School,4,2333,48,30,0,4,0.4703586313,4
323,320.85,0.37,0,2 - High School,4,3789,77,24,1,1,0.608435908,1
324,346.53,0.55,1,2 - High School,1,1081,26,36,0,4,1.4491662643,4
325,-69.23,1.07,1,3 - BSc/MSc,3,1371,32,37,0,2,1.260276491,2
326,-16.22,0.99,1,2 - High School,3,1967,37,34,0,2,0.7418609614,2
327,242.16,0.65,0,4 - PhD,1,3346,71,36,0,2,1.1222669028,2
328,205.48,0.72,1,2 - High School,4,1533,22,25,0,3,0.3776859398,3
329,-222.37,1.25,1,1 - Basic,1,1796,25,21,0,3,1.4495942267,3
330,-47.77,1.04,1,2 - High School,1,4292,81,37,2,2,1.8648944673,2
