CustID,newPremHealth,newPremLife,newPremMotor,newPremWork,newPremHousehold,_SEGMENT_,Distance,EM_SEGMENT
3521,184.48,57.9,26.67,254.38,347.85,3,4.5749672274,3
3538,129.69,153.14,30.56,11.89,1478.6,3,5.4273396037,3
3562,72.57,278.83,21.78,4.78,1025.75,3,6.2608662885,3
3584,162.81,228.71,92.35,67.9,205.6,3,4.0159841319,3
3631,161.14,208.15,43.34,155.14,191.15,3,3.9806626914,3
3663,137.36,22.45,62.01,90.24,1404.7,3,4.6902967625,3
3681,95.13,117.91,102.13,260.94,0,3,5.282094414,3
3693,119.69,34.45,147.36,0,1498.05,3,5.4922735676,3
3694,258.05,183.59,66.57,65.01,0,3,3.697685716,3
3717,156.14,222.71,162.03,15.78,221.7,3,4.2394965503,3
3763,131.69,238.6,125.47,37.45,383.4,3,4.2707865337,3
3795,130.58,210.93,20.45,104.13,574.55,3,3.4802059906,3
3799,220.93,184.59,91.24,93.24,0,3,3.5291780949,3
3802,110.02,11.78,78.68,197.26,1006.3,3,4.3739145504,3
3815,51.12,86.35,63.9,229.82,899.05,3,4.5475157565,3
3836,143.47,197.26,97.02,18.78,717.35,3,3.6073281668,3
3845,71.68,1.89,52.9,339.84,603.45,3,7.175331468,3
3852,100.02,270.94,169.81,15.67,157.25,3,5.5289329364,3
3900,97.13,65.68,56.9,92.13,1280.8,3,3.9500079906,3
3943,127.69,26.56,149.14,250.49,235.6,3,4.7679852898,3
4001,83.35,233.6,61.01,77.57,622.35,3,4.1467111318,3
4021,214.04,213.04,58.01,104.24,73.35,3,3.9623143127,3
4035,145.36,184.48,185.7,23.67,393.95,3,3.1348414352,3
4146,59.01,65.9,66.57,274.72,539,3,5.2146212395,3
4201,107.02,115.91,130.47,208.93,108.35,3,3.8472655836,3
4238,58.79,39.34,78.57,213.15,1110.2,3,4.8571150109,3
4275,133.58,116.69,68.9,214.15,377.85,3,3.5330586708,3
4326,77.57,189.37,84.57,57.9,977.95,3,3.8640838252,3
4330,178.7,36.34,78.46,234.82,392.85,3,4.1441088361,3
4351,121.58,282.72,86.24,29.56,244.5,3,5.5607872387,3
4363,94.35,120.8,94.13,240.71,290.05,3,4.3688669514,3
4374,68.68,3.89,53.01,88.13,1826.45,3,6.8399706659,3
4380,58.79,278.83,25.56,18.67,990.75,3,6.120283174,3
4399,92.13,17.67,85.24,216.93,865.15,3,4.4080416847,3
4401,147.36,209.04,67.79,156.25,92.8,3,4.1835739377,3
4461,144.25,215.93,101.02,5.67,460.65,3,4.0436429647,3
4466,68.79,38.23,28.56,179.59,1359.15,3,5.1879980905,3
4488,107.13,204.26,51.01,169.03,397.85,3,3.9419361014,3
4499,115.69,245.38,16.56,152.03,206.7,3,4.8524868791,3
4534,162.81,187.59,83.35,13.56,653.45,3,3.3888054283,3
4546,241.49,189.59,44.12,58.12,298.4,3,3.1580568039,3
4609,160.03,241.49,28.34,12,835.7,3,4.8746691058,3
4638,108.13,191.48,124.69,28.34,696.8,3,3.415974265,3
4640,72.68,178.59,20.45,257.05,141.15,3,5.5632452771,3
4654,124.8,217.93,18.78,141.14,506.75,3,3.8878297722,3
4677,93.13,116.69,95.24,270.94,0,3,5.5125606213,3
4683,279.72,212.04,50.01,29.67,147.8,3,4.2584917478,3
4694,142.47,230.82,18.67,166.03,210.05,3,4.6188956995,3
4700,45.23,204.15,28.45,205.04,441.2,3,4.7736677683,3
4714,78.46,147.25,18.78,312.95,142.8,3,6.5255483519,3
4739,103.13,264.16,79.46,109.91,172.25,3,5.0524991315,3
4742,246.27,187.37,72.79,64.01,132.8,3,3.3667450352,3
4749,106.13,55.9,99.02,3.89,1544.75,3,5.5637507604,3
4751,135.36,247.27,96.35,65.01,254.5,3,4.4479626989,3
4804,170.7,267.94,129.58,7.89,39.45,3,5.6206954431,3
4850,103.13,69.68,8.67,212.26,936.85,3,4.1467832685,3
4859,100.13,131.58,66.68,264.16,241.7,3,5.0473394198,3
4876,113.8,33.34,53.12,248.49,766.25,3,4.7562239897,3
4878,96.13,78.46,75.57,249.49,486.75,3,4.408904236,3
4882,90.35,198.26,105.91,94.35,555.65,3,3.167364036,3
4907,147.14,213.04,48.23,33.34,771.25,3,3.9124577658,3
4974,122.58,25.56,35.34,313.95,530.65,3,6.2477747998,3
4978,158.92,118.8,94.24,212.15,14.45,3,4.0701494284,3
4987,241.6,87.46,77.68,198.26,94.45,3,3.5965016475,3
5082,98.24,56.9,37.34,209.93,882.4,3,3.9985080518,3
5085,125.8,39.23,350.51,1988.7,201.7,3,49.842774775,3
5129,137.36,121.69,4003.44,31.34,612.9,1,27.180602086,1
5150,147.36,195.48,197.26,31.34,87.8,3,3.7729336952,3
5170,212.15,46.12,55.12,264.27,112.25,3,5.1478967179,3
5204,139.25,214.93,43.12,121.69,315.05,3,3.6840582418,3
5212,1767,155.14,8744.61,130.58,101.7,1,66.723983925,1
5216,267.16,46.12,49.01,199.37,192.25,3,3.7129061536,3
5294,1045.52,103.13,11604.42,296.47,48.9,1,85.564744422,1
5298,157.14,258.27,113.91,0,323.95,3,5.1276328309,3
5350,241.6,18.78,137.25,200.48,89.45,3,4.059723936,3
5362,159.14,193.37,216.93,0,33.35,3,4.2548894445,3
5381,155.14,41.12,151.36,203.04,151.7,3,3.6533251166,3
5391,149.14,49.01,38.34,277.94,407.85,3,5.1764213536,3
5432,129.69,324.84,32.45,78.57,117.25,3,6.5955674455,3
5480,157.14,31.34,169.92,212.82,0,3,4.3012526172,3
5536,60.9,115.91,151.25,212.93,310.05,3,3.805299605,3
5585,94.35,216.82,62.68,78.46,633.45,3,3.6965556672,3
5610,189.59,224.93,110.8,12.56,170.6,3,4.4018037891,3
5617,139.36,97.24,112.91,229.71,48.9,3,4.3102951844,3
5647,129.69,198.37,50.9,142.47,342.85,3,3.4568455345,3
5672,103.02,193.26,39.34,236.71,163.35,3,5.1939488358,3
5674,213.15,207.15,27.56,141.36,28.9,3,4.2052675481,3
5696,63.68,143.25,45.23,222.93,569.55,3,4.1998012018,3
5754,94.35,63.79,24.56,247.27,829.6,3,4.7296014434,3
5794,78.46,236.6,18.67,74.46,919.05,3,4.7071041172,3
5800,180.59,217.04,76.57,44.34,367.3,3,3.6783776809,3
5813,134.47,42.12,32.56,322.95,290.05,3,6.4300926572,3
5816,79.57,191.48,39.23,208.93,348.95,3,4.509424351,3
5914,136.36,190.37,115.02,100.24,170.6,3,3.1752682334,3
5930,101.24,158.14,33.34,16.56,1393.6,3,5.1479963696,3
5942,114.8,83.35,71.79,293.72,201.7,3,5.6557841378,3
6019,127.69,234.71,60.9,150.14,92.8,3,4.7006510282,3
6025,231.82,16.78,65.9,289.72,0,3,6.1507397399,3
6032,223.93,17.78,64.79,260.94,107.25,3,5.3004515858,3
6056,57.79,58.79,196.15,211.82,167.25,3,4.0305537785,3
6082,124.8,196.26,253.38,0,57.8,3,4.3438383495,3
6087,156.03,329.73,20.56,10,398.4,3,6.790416426,3
6088,126.58,267.94,27.56,43.23,673.45,3,5.0890738251,3
6121,156.92,250.38,74.57,8,436.2,3,4.8149294633,3
6130,75.57,194.37,35.23,36.12,1238,3,4.9463158289,3
6164,166.03,200.15,47.23,122.69,324.5,3,3.2868701283,3
6172,85.46,25.45,18.67,220.93,1221.9,3,5.384963425,3
6173,204.15,184.48,153.14,0.89,246.7,3,3.6292564007,3
6177,80.57,222.93,51.9,86.35,750.7,3,4.0388618773,3
6228,113.91,38.34,36.45,212.82,932.95,3,4.2502828193,3
6271,103.13,83.46,61.79,267.83,303.95,3,4.9401268783,3
6302,95.24,128.58,60.79,271.05,102.25,3,5.401227096,3
6344,118.69,15.67,424.19,41.45,4130.7,3,17.411294994,3
6373,153.03,36.34,149.36,212.26,239.5,3,3.7484853453,3
6451,121.8,16.67,62.9,286.72,589.55,3,5.6412164952,3
6460,198.26,194.26,90.24,9,461.2,3,3.520723725,3
6461,148.14,12.78,44.01,198.37,898.5,3,4.0824396362,3
6478,89.35,101.24,67.9,256.16,386.75,3,4.6397981689,3
6484,176.7,27.56,124.8,198.26,368.95,3,3.3627027403,3
6486,104.13,248.27,48.23,122.69,343.4,3,4.5553516597,3
6491,99.02,271.83,15.56,29.67,780.15,3,5.4528041322,3
6546,104.13,244.49,53.12,47.9,721.8,3,4.5550328397,3
6550,200.37,10.78,37.12,37.23,1491.95,3,5.3548868237,3
6555,111.91,241.6,51.9,35.45,720.7,3,4.5511590876,3
6562,87.24,212.15,168.92,53.12,347.85,3,3.6813423435,3
6590,56.79,259.27,24.45,221.71,0,3,6.4505009334,3
6645,129.47,119.8,65.9,247.49,97.25,3,4.7363904586,3
6671,122.58,77.57,39.45,84.57,1409.7,3,4.4450712796,3
6684,210.04,52.9,40.23,236.6,156.15,3,4.4031706786,3
6694,129.47,9.78,212.93,233.82,75,3,4.8482988021,3
6702,105.13,3,4273.49,3.89,83.9,1,28.950427696,1
6712,89.24,183.48,228.71,15.56,200.6,3,3.6941276928,3
6743,51.01,132.47,32.56,44.34,1748.1,3,6.4033710842,3
6756,154.14,318.06,98.24,0,107.8,3,6.7660842347,3
6770,88.46,191.48,44.12,65.68,946.3,3,3.7794851091,3
6781,178.59,16.78,6.78,263.94,534.55,3,5.091421798,3
6790,54.01,211.15,190.26,0,588.45,3,4.3490172943,3
6809,115.69,69.68,56.12,205.93,707.35,3,3.4519542272,3
6812,100.02,199.37,24.56,24.45,1128,3,4.70513938,3
6823,142.47,45.12,121.58,211.15,418.4,3,3.479001919,3
6836,41.12,0,535.1,9.78,8762.8,3,39.184401911,3
6843,124.69,198.37,114.91,43.01,515.65,3,3.2277067612,3
6859,109.91,30.34,24.45,147.47,1294.7,3,4.5325047284,3
6957,64.79,38.34,39.45,353.18,541.2,3,7.2775773264,3
6979,131.69,199.15,135.47,51.12,327.85,3,3.2448007265,3
7048,90.24,255.16,37.12,108.8,323.4,3,4.7384958063,3
7086,49.01,1.89,5645.5,1.89,0,1,39.314560884,1
7120,94.24,76.68,30.45,213.82,779.05,3,3.8370803462,3
7167,202.15,76.68,35.45,4.89,1409.15,3,4.9071386679,3
7238,118.91,242.38,37.12,151.03,88.35,3,4.9277348143,3
7248,73.57,224.82,17.67,136.25,598.45,3,4.2117591284,3
7288,163.81,275.83,45.01,56.79,62.8,3,5.4768943067,3
7308,70.79,365.18,49.01,21.78,476.2,3,7.6954776949,3
7383,131.69,281.83,109.02,60.68,63.9,3,5.5940018529,3
7385,160.92,206.26,74.57,80.57,293.4,3,3.3172308455,3
7391,214.04,10.78,160.03,197.37,73.9,3,4.0756232941,3
7399,128.69,87.24,49.12,282.5,127.25,3,5.4685154115,3
7409,76.68,200.26,146.14,42.34,717.9,3,3.6241342178,3
7434,143.47,184.48,214.82,4.89,226.7,3,3.6454042189,3
7472,158.14,235.6,19.56,167.92,43.35,3,5.005983413,3
7505,153.14,217.04,153.03,28.67,180.6,3,4.0384967042,3
7523,84.46,88.46,15.56,261.16,731.8,3,4.9322740244,3
7578,189.59,128.69,42.34,224.6,93.9,3,4.2611787364,3
7597,88.35,183.59,111.8,184.37,0,3,4.4339419598,3
7606,267.94,0,60.79,217.15,225.6,3,4.5168143689,3
7612,148.25,275.72,51.23,116.91,69.45,3,5.4620944958,3
7647,104.02,188.48,67.68,198.26,67.8,3,4.5529111326,3
7661,191.37,192.48,56.9,80.35,200.05,3,3.1668128858,3
7719,134.47,35.23,41.23,310.28,373.95,3,6.0942115172,3
7817,67.68,199.15,62.79,166.92,417.3,3,3.9461855349,3
7880,59.9,176.81,45.34,229.71,411.2,3,4.7425336117,3
7905,59.01,12.89,3106.62,9,30,1,20.153602128,1
7959,61.9,71.68,17.67,266.83,834.6,3,5.2926188809,3
7962,7322.48,12.89,431.86,930.44,107.8,2,98.356030611,2
7977,139.47,228.71,74.79,59.12,524.55,3,3.8637231442,3
7987,79.46,193.26,55.01,109.8,766.8,3,3.4438500805,3
7998,207.15,30.45,65.68,256.16,142.8,3,5.0015505284,3
8007,105.02,235.71,78.46,41.34,677.35,3,4.3152694516,3
8043,178.7,205.15,74.68,94.13,231.7,3,3.3776737143,3
8051,205.04,94.24,13.78,199.26,393.4,3,3.1419800065,3
8139,163.81,0,33.34,273.94,524.55,3,5.4700521522,3
8150,255.38,191.48,57.12,42.01,250.05,3,3.4312960331,3
8167,60.9,23.56,14.78,313.28,912.4,3,6.7090488471,3
8176,87.46,237.6,65.79,25.67,922.4,3,4.9097461234,3
8183,159.03,276.94,29.34,37.34,516.75,3,5.2426817451,3
8190,107.02,223.93,55.12,149.03,294.5,3,4.2054244002,3
8192,96.24,219.82,80.35,122.8,283.95,3,3.918188434,3
8230,97.13,38.34,84.57,255.38,682.9,3,4.809196681,3
8348,84.46,100.02,59.01,242.27,426.75,3,4.302137139,3
8354,74.68,264.05,36.34,85.35,657.9,3,4.9777347924,3
8362,120.8,275.94,108.02,65.68,172.8,3,5.2862365665,3
8367,51.9,15.78,13.67,99.02,1918.15,3,7.2358298014,3
8401,160.03,12.78,79.68,205.37,730.15,3,3.8678236749,3
8426,37.45,36.34,16.67,67.79,2223.75,3,8.5290050848,3
8431,197.26,201.37,109.13,61.79,122.25,3,3.5563348281,3
8444,120.69,102.13,120.69,227.71,64.45,3,4.2733404564,3
8447,213.93,61.9,57.9,235.71,157.8,3,4.3204655889,3
8466,94.24,232.71,49.12,204.26,28.35,3,5.5207913072,3
8544,80.46,160.92,29.45,46.34,1394.7,3,5.0223812839,3
8576,95.24,183.48,38.45,110.02,889.05,3,3.4601366799,3
8633,125.58,20.67,26.56,252.16,740.15,3,4.9276966149,3
8655,104.02,41.34,162.14,254.38,205.6,3,4.8372579084,3
8660,57.9,255.16,149.25,102.24,202.25,3,4.9115609402,3
8668,37.23,33.34,30.34,98.35,1924.25,3,7.186936827,3
8689,151.25,148.25,39.34,213.15,285.05,3,3.8753283617,3
8716,171.81,284.61,109.13,7.67,103.9,3,5.9035818975,3
8795,43.12,195.26,38.23,12,1432.5,3,5.9398973067,3
8797,72.68,273.94,47.23,169.03,295.6,3,5.6616293942,3
8812,237.6,196.37,98.24,57.12,128.9,3,3.549032667,3
8856,112.91,183.59,115.69,14.78,815.15,3,3.6163850985,3
8860,151.03,206.26,24.56,58.01,835.7,3,3.7234579352,3
8867,36.23,9.89,508.43,11.89,25048.8,3,115.6124646,3
8873,74.46,201.26,67.68,219.04,72.8,3,5.1891956136,3
8876,113.02,69.57,47.12,323.73,87.8,3,6.5828113365,3
8907,87.35,235.6,33.23,31.45,966.3,3,4.9434881526,3
8935,97.24,211.93,78.68,69.79,652.35,3,3.587939663,3
8948,100.02,31.34,52.9,197.26,1002.4,3,4.207561608,3
8952,94.13,220.93,0,204.15,369.5,3,4.937124249,3
8963,55.9,230.82,19.56,53.9,1109.1,3,5.185894701,3
8982,168.81,227.82,44.12,155.25,0,3,4.77100657,3
9008,149.14,14.67,180.81,210.93,92.8,3,4.2384672142,3
9052,118.91,128.69,78.57,235.38,142.25,3,4.4368823298,3
9055,149.14,129.69,44.23,242.6,186.7,3,4.5216115588,3
9074,247.49,237.49,96.35,25.67,0,3,4.9701251336,3
9103,225.82,195.26,78.35,0,283.4,3,3.8676392219,3
9104,142.47,201.37,103.13,105.02,285.05,3,3.2340519812,3
9119,106.91,206.15,91.46,124.8,403.4,3,3.4514417835,3
9123,152.25,183.48,101.91,91.46,328.95,3,2.6805500665,3
9150,28272,65.68,26.34,138.25,829.05,2,377.61884112,2
9152,143.47,223.82,58.9,133.36,142.25,3,4.2023389613,3
9180,186.59,190.37,74.68,15.78,722.9,3,3.5078226742,3
9184,101.24,330.84,3.78,52.23,529.55,3,6.6508160589,3
9193,60.79,163.92,107.13,225.71,147.25,3,4.7171044693,3
9198,123.8,18.67,217.82,205.15,217.25,3,3.9191173944,3
9213,98.02,295.5,45.01,9.89,722.35,3,6.0870238683,3
9214,111.8,79.46,92.46,205.04,546.2,3,3.2332146435,3
9236,49.23,46.01,14.56,121.69,1777.55,3,6.5066060488,3
9252,247.38,207.26,69.68,66.79,44.45,3,3.9913917726,3
9281,128.69,263.05,95.13,11.67,471.75,3,5.0923687793,3
9308,144.36,207.15,121.69,75.68,185.6,3,3.5129635845,3
9351,179.59,188.59,167.03,47.01,23.9,3,3.6249718852,3
9352,198.15,217.93,46.01,58.79,270.6,3,3.753148542,3
9391,47.12,299.5,20.78,186.48,290.6,3,6.5391401778,3
9429,150.14,103.02,83.57,248.49,9.45,3,4.838330166,3
9493,309.28,190.48,36.34,1.89,245.05,3,4.1942001745,3
9515,64.9,187.48,9.78,258.16,403.4,3,5.5026843875,3
9556,207.26,234.6,72.79,10.89,437.3,3,4.4256104762,3
9558,81.46,224.93,22.56,32.45,1132.45,3,5.1631854823,3
9563,88.46,11.67,32.45,235.6,1159.1,3,5.5632794562,3
9596,125.8,235.71,78.35,32.45,603.45,3,4.2781429581,3
9602,76.57,8.89,198.26,260.27,160.6,3,5.4086591648,3
9650,76.46,191.48,16.67,19.56,1434.15,3,5.7378661754,3
9651,220.82,239.6,31.45,56.79,136.7,3,4.5386550702,3
9671,157.92,39.34,93.13,205.37,446.2,3,3.3767343838,3
9677,46.12,141.36,117.91,255.16,202.25,3,5.1209079451,3
9679,72.68,228.82,40.23,212.04,221.15,3,5.3536520308,3
9693,66.79,190.37,160.92,75.68,485.65,3,3.1026614668,3
9718,151.25,136.36,14.67,0,1374.15,3,5.0071758877,3
9733,89.24,201.26,8.67,150.36,647.35,3,3.8167409512,3
9769,56.79,89.35,86.46,219.04,726.8,3,3.9751450987,3
9782,52.01,218.04,79.35,159.81,293.95,3,4.3935887891,3
9803,121.69,146.25,117.69,205.37,0,3,4.2253521199,3
9813,90.35,261.05,190.37,39.45,0,3,5.4234987736,3
9818,96.35,38.34,67.79,260.16,661.8,3,4.9215092124,3
9907,201.26,191.48,69.68,82.35,231.15,3,3.0733672907,3
9937,117.69,275.94,29.45,78.35,457.85,3,5.1118145239,3
9948,66.68,14.78,36.23,171.59,1409.15,3,5.4701368642,3
9955,27.45,177.81,21.67,350.62,136.7,3,7.7922605856,3
9982,133.47,187.59,104.02,60.01,624.55,3,2.8728816076,3
9987,192.26,191.48,56.01,145.47,89.45,3,3.7244412908,3
10113,116.69,230.6,77.57,19.56,592.9,3,4.2997546836,3
10122,100.02,276.83,57.12,96.24,293.95,3,5.2284380239,3
10132,79.46,33.34,67.79,233.6,958.5,3,4.8458186638,3
10135,196.37,8.89,129.58,209.04,265.6,3,3.964526073,3
10153,105.13,270.83,130.47,47.34,271.15,3,5.1498255531,3
10189,83.35,65.79,19.45,196.48,1085.2,3,4.3145144621,3
10245,165.81,193.48,41.12,98.35,476.2,3,2.9090069281,3
10291,103.13,113.02,6.89,201.26,878.5,3,3.8163954911,3
