CustID,newPremHealth,newPremLife,newPremMotor,newPremWork,newPremHousehold,_SEGMENT_,Distance,EM_SEGMENT
323,207.26,4.89,344.73,46.23,0,2,1.1493031341,2
324,171.92,17.67,242.38,81.35,307.85,2,1.733997624,2
325,203.15,44.23,269.83,50.23,62.8,2,1.0206176088,2
326,107.91,8.78,371.96,52.79,92.8,2,1.2376299588,2
327,284.61,16.56,222.04,28.56,201.7,3,0.8939595894,3
328,124.8,69.57,261.94,64.57,295.05,4,1.7360916323,4
330,94.35,47.23,457.64,0,0,1,1.0567992051,1
331,248.27,7.78,104.02,58.79,695.7,3,2.6113450454,3
332,146.36,14.78,422.3,4.78,123.9,1,0.9323727418,1
333,208.26,11.89,364.18,0,9.45,2,1.2238235472,2
334,260.16,101.24,138.58,24.45,342.85,3,1.7524853958,3
335,119.8,0,430.08,31.34,113.9,1,0.8383603174,1
336,118.69,14.78,406.3,30.34,104.45,1,0.8497324814,1
337,89.35,12.89,452.42,1.89,212.25,1,0.7894264642,1
338,240.6,40.12,249.38,31.23,13.35,3,1.1195929068,3
339,23.45,11.89,539.88,11.78,60,1,1.0297171558,1
341,283.72,57.79,175.81,44.12,197.25,3,0.4640416974,3
343,81.57,12.89,492.76,2.89,0,1,0.3924372605,1
344,298.5,24.45,185.48,22.67,300.05,3,0.9728791444,3
345,139.25,4.78,388.63,23.45,0,1,1.016712979,1
346,106.02,1.89,452.53,6.67,84.45,1,0.3864541061,1
347,85.46,17.78,479.98,0,98.9,1,0.4115241707,1
348,140.47,35.45,420.3,2,88.9,1,1.0689347552,1
349,216.93,119.8,124.69,7.78,539,4,2.4089134644,4
350,99.02,18.56,431.86,15.78,78.9,1,0.4235500143,1
351,210.04,38.23,136.58,59.01,695.7,4,1.8844152135,4
352,188.37,25.56,327.06,40.23,3.9,2,0.7717993429,2
353,177.59,148.25,46.12,181.7,212.25,4,3.2716875961,4
354,67.68,0,499.54,16.89,70,1,0.4859699662,1
355,164.81,167.92,131.47,42.12,348.4,4,2.5582558961,4
356,127.69,13.78,343.62,75.46,156.7,2,1.4077603463,2
357,335.73,25.45,163.03,24.45,211.7,3,1.2050403545,3
358,46.01,7.89,523.21,14.89,75,1,0.7215023391,1
359,216.82,5,322.06,13.89,271.15,2,1.135837711,2
360,75.68,18.67,503.76,8,49.45,1,0.3902410285,1
361,109.02,0,420.19,25.67,151.15,1,0.8026101366,1
362,278.72,71.57,129.58,89.35,18.9,3,1.754049364,3
363,239.49,2,275.72,33.56,166.15,2,1.2496041376,2
364,101.24,4.78,440.75,0,106.7,1,0.4852395018,1
365,253.16,65.79,190.37,57.79,0,3,1.21750464,3
366,124.58,81.57,206.15,76.68,465.1,4,0.9033912407,4
367,198.26,130.69,86.35,67.9,564,4,1.3859864074,4
368,5.78,0,585.22,0,0,1,1.4939184521,1
369,104.02,15.78,456.53,13.89,93.9,1,0.335318596,1
370,202.37,22.45,333.84,0,222.25,2,0.956976998,2
372,98.13,0,462.53,29.56,13.9,1,0.6094802994,1
373,130.69,19.56,414.08,12.78,9.45,1,0.7764070802,1
374,49.01,5.89,514.21,4.89,40,1,0.6658825954,1
375,66.79,6.78,515.54,3,30,1,0.5206495201,1
376,273.05,31.45,161.81,64.68,235.05,3,0.7214305417,3
377,119.8,0,395.52,25.34,127.25,1,0.9070393715,1
378,220.04,88.46,143.47,110.13,338.95,4,1.2184644084,4
379,164.81,2.89,384.63,3.78,53.9,2,1.1179972272,2
380,195.26,69.57,251.27,1.89,160.6,2,1.4689107668,2
381,137.58,65.9,350.62,15.89,230.05,2,1.2092235192,2
382,135.58,121.8,183.59,48.9,595.1,4,1.5290701983,4
383,35.34,0,550.77,8,35,1,0.9905124023,1
384,155.14,80.46,183.7,105.8,369.5,4,0.9179372765,4
385,120.8,0,421.08,11.67,63.35,1,0.6288228584,1
386,223.82,14.78,304.17,5.78,182.8,2,1.0447504057,2
387,162.81,28.56,139.58,25.67,270.05,2,1.5717227984,2
388,35.23,0,545.88,9,0,1,0.9974513432,1
389,230.71,19.56,292.72,30.45,52.8,2,0.9958618015,2
390,271.05,24.67,297.5,14.89,104.45,3,1.2953246909,3
391,55.01,4.89,530.1,0,35,1,0.7235320658,1
392,380.74,9.78,62.68,34.23,427.85,3,2.3128279769,3
393,221.71,181.59,7.67,1.78,791.25,4,3.809156794,4
394,163.92,29.56,348.51,41.45,138.35,2,0.3635727393,2
395,182.7,72.68,74.68,78.46,942.4,4,2.1376688369,4
396,186.48,16.56,333.84,42.23,9.45,2,0.8236962411,2
397,164.92,25.45,363.18,24.67,53.9,2,0.5166787287,2
399,189.37,0,332.84,26.67,165.6,2,0.8072395341,2
400,314.28,29.56,50.9,140.25,220.05,3,2.8702733554,3
401,214.93,0,331.73,23.67,68.35,2,1.0401505322,2
403,39.12,2,532.99,8,50,1,0.8546922128,1
404,180.7,54.12,211.93,93.46,373.95,4,1.2932466591,4
405,199.15,158.92,19.45,137.58,364.5,4,2.5338471669,4
406,60.01,9.89,534.21,3,0,1,0.7039176706,1
407,110.02,26.45,393.63,22.45,92.25,1,0.848825108,1
408,217.93,35.34,297.61,29.23,0,2,0.9859511906,2
409,199.37,57.9,265.94,28.56,206.15,2,1.0375947166,2
410,88.35,21.67,444.53,12.89,167.8,1,0.6423280763,1
411,157.03,65.79,339.84,41.34,0,2,1.2542831948,2
412,154.03,30.45,375.96,12.89,143.35,2,0.5828931719,2
413,49.23,2.89,531.99,25.67,34.45,1,0.8396367994,1
414,202.37,87.24,276.94,38.45,55,3,1.7143178297,3
415,70.68,0,492.76,16.78,113.9,1,0.5148701255,1
416,230.82,13.78,332.84,12.89,58.35,2,1.0757514385,2
417,109.8,9.78,449.53,7,0,1,0.4235887671,1
418,39.23,0,533.88,17.89,15,1,0.9085072873,1
419,92.13,10.67,473.31,4.89,25,1,0.2149793113,1
420,152.25,7.78,404.52,0,42.8,1,1.0278569487,1
421,73.68,18.56,427.86,37.23,163.35,1,0.9654051664,1
422,130.58,27.56,316.17,42.01,358.4,2,1.1942443498,2
423,75.57,27.56,455.53,4.89,212.25,1,0.9080706599,1
424,195.37,148.25,232.71,14.67,0,3,3.1709364056,3
425,95.24,130.69,316.06,25.56,82.25,2,2.9014012701,2
426,187.37,0.89,332.73,36.34,38.35,2,0.9392398331,2
427,139.47,15.67,408.41,20.78,128.35,2,0.8245084509,2
428,45.23,9.89,522.1,3.78,24.45,1,0.7458919127,1
429,234.6,28.34,235.71,62.01,181.15,3,0.8408094889,3
430,114.91,70.68,240.49,55.9,450.65,4,1.4968661713,4
431,354.51,41.34,152.14,6.78,196.15,3,1.5722135482,3
432,88.35,0,481.2,3.78,13.9,1,0.38955545,1
434,163.92,1.89,405.41,6,48.9,1,1.1490078654,1
435,124.8,12.78,420.97,8.67,28.9,1,0.6261685295,1
436,207.15,10.67,198.48,54.79,619.55,3,2.2773172396,3
437,136.58,3.89,426.86,23.67,0,1,0.8520057886,1
438,209.93,18.78,324.95,16.78,127.8,2,0.6782929693,2
439,268.83,7.89,146.36,94.13,248.95,3,1.6968866958,3
440,136.58,94.13,222.71,105.24,146.7,4,1.9434188809,4
441,227.71,1.89,336.73,13.78,0,2,1.3116331143,2
442,115.8,6.78,449.53,25.67,0,1,0.6179242055,1
443,165.92,10.78,373.85,0.78,153.35,2,0.93501035,2
444,280.61,11.67,197.37,49.9,102.25,3,1.04131257,3
445,379.85,9.78,87.24,83.24,99.45,3,2.2939827166,3
446,246.38,34.34,231.6,47.9,98.9,3,0.7104870749,3
447,228.82,23.56,239.38,57.9,156.7,3,0.9318310243,3
448,134.58,86.35,108.91,140.58,677.9,4,1.5937270159,4
449,116.8,1.89,450.64,7.78,43.9,1,0.468094844,1
450,169.81,0,371.96,15.67,128.35,2,0.8912490603,2
