CustID,CustMonVal,ClaimsRate,IMP_Children,IMP_EducDeg,IMP_GeoLivArea,IMP_MonthSal,age,policy_time,reversals,_SEGMENT_,Distance,EM_SEGMENT
88,-46,1.03,1,3 - BSc/MSc,2,2423,46,19,2,2,1.9037483523,2
89,-139.11,1.21,1,3 - BSc/MSc,3,1779,33,21,1,2,1.5984368189,2
90,-54.56,1.05,0,3 - BSc/MSc,4,3860,73,27,0,1,0.9141448291,1
91,402.18,0.4,1,3 - BSc/MSc,3,1416,32,25,0,3,1.1580508606,3
92,238.94,0.64,0,1 - Basic,3,3903,77,23,0,1,1.1338688959,1
93,-66.12,1.06,1,3 - BSc/MSc,1,2976,63,29,0,1,0.965371138,1
94,400.86,0.44,1,3 - BSc/MSc,4,1986,37,34,0,3,0.7607527571,3
95,174.37,0.71,1,4 - PhD,2,1270,32,24,0,2,1.2171170398,2
96,-25,1,1,3 - BSc/MSc,4,2668,30,40,0,2,1.7392725953,2
97,-91,1.12,1,3 - BSc/MSc,4,2831,52,24,3,1,1.4009108371,1
98,120.47,0.81,0,2 - High School,4,3924,78,20,0,1,1.4996048856,1
99,179.26,0.68,1,1 - Basic,1,3870,66,28,0,1,0.4629025897,1
100,14.23,0.94,1,2 - High School,1,2805,49,32,0,1,0.9423535974,1
101,-55.56,1.05,1,2 - High School,4,2744,56,39,0,2,1.6845333774,2
102,654.9,0.39,1,1 - Basic,3,2694,60,35,0,3,1.0868112089,3
103,-25,1,1,2 - High School,4,2071,36,35,0,2,0.8001354089,2
104,257.84,0.53,0,3 - BSc/MSc,2,3194,64,41,0,1,1.8352019393,1
105,46.12,0.89,1,2 - High School,1,2342,37,20,0,2,1.7038405888,2
106,-2.65,0.97,1,3 - BSc/MSc,4,2019,28,30,0,2,0.3340813396,2
107,201.82,0.71,0,3 - BSc/MSc,3,3480,68,37,0,1,1.1667235147,1
108,133.81,0.77,1,2 - High School,3,3673,58,27,0,1,0.4127848695,1
109,71.24,0.93,1,1 - Basic,4,764,21,25,0,2,1.3036980887,2
110,317.29,0.54,1,2 - High School,3,2126,40,36,1,3,1.1780670132,3
111,385.66,0.25,1,3 - BSc/MSc,4,2039,50,26,2,3,0.7883472743,3
112,343.52,0.43,0,3 - BSc/MSc,3,3507,66,25,0,1,1.054922725,1
114,231.49,0.66,1,3 - BSc/MSc,3,2257,45,23,0,2,1.461386933,2
115,344.3,0.49,1,3 - BSc/MSc,4,2059,43,24,1,3,1.1224079309,3
116,330.51,0.48,1,2 - High School,3,1834,41,28,0,3,0.8360351233,3
117,498.54,0.14,1,3 - BSc/MSc,1,2684,50,22,0,3,1.3232702244,3
118,283.95,0.61,1,2 - High School,4,3128,62,37,0,1,1.3322253265,1
119,525.88,0.41,1,2 - High School,3,2181,56,38,0,3,1.211315715,3
120,305.05,0.62,0,3 - BSc/MSc,3,3650,68,30,0,1,0.677182715,1
121,422.18,0.56,1,2 - High School,1,1444,32,27,0,3,0.9327487759,3
122,290.17,0.57,1,3 - BSc/MSc,4,2402,60,19,0,3,1.8911021461,3
123,643.24,0.18,1,1 - Basic,1,1518,27,19,0,3,1.871028597,3
124,68.35,0.89,1,1 - Basic,1,2957,57,25,0,1,0.9205027071,1
125,319.31,0.35,1,3 - BSc/MSc,1,2614,47,36,2,3,1.2565834745,3
126,180.04,0.64,1,2 - High School,1,1412,26,25,0,2,1.0547099559,2
127,-21,0.99,1,2 - High School,4,1853,49,39,0,2,1.3142005293,2
128,-19.11,1,0,2 - High School,3,3481,64,38,0,1,1.4285745746,1
129,23.8,0.91,0,3 - BSc/MSc,1,3971,70,34,1,1,0.9431433936,1
130,93.25,0.82,1,4 - PhD,1,3272,63,37,0,1,1.176297889,1
131,317.06,0.49,1,2 - High School,4,1615,39,27,0,3,1.0453926001,3
132,518.1,0.12,1,2 - High School,2,2328,48,19,0,3,1.6770594372,3
133,-67.23,1.06,1,3 - BSc/MSc,4,1423,34,22,0,2,1.3904078521,2
134,100.79,0.82,0,3 - BSc/MSc,2,3577,73,38,0,1,1.3001656961,1
135,543.21,0.14,1,4 - PhD,2,1810,39,40,1,3,1.5617993249,3
137,241.72,0.65,0,3 - BSc/MSc,4,2516,44,28,0,1,1.1110975989,1
138,456.76,0.31,0,2 - High School,4,3799,63,22,0,1,1.7140020991,1
139,149.59,0.69,1,2 - High School,2,2538,40,37,0,2,1.3481931054,2
140,649.67,0.25,1,2 - High School,1,3221,59,38,0,3,1.7064706242,3
141,511.42,0.41,1,2 - High School,1,2765,57,29,0,3,0.6257241061,3
142,-12.11,0.98,0,4 - PhD,1,3097,65,19,0,1,1.7431252875,1
143,210.71,0.66,1,4 - PhD,2,1266,30,32,0,2,0.8604488747,2
144,-42.45,1.02,1,3 - BSc/MSc,4,2501.5,26,20,0,2,1.7966197742,2
145,-44.78,1.03,1,2 - High School,4,1807,36,20,0,2,1.6245818762,2
146,-96.11,1.12,1,1 - Basic,1,2554,30,33,1,2,1.0519338189,2
147,72.8,0.85,1,3 - BSc/MSc,4,2342,33,24,0,2,1.1663200958,2
148,374.41,0.43,1,2 - High School,3,2951,62,37,0,3,1.4250657409,3
149,521.99,0.09,1,3 - BSc/MSc,3,2649,50,34,0,3,0.7779572701,3
150,255.71,0.63,1,1 - Basic,4,984,22,27,0,2,1.2640353968,2
151,463.54,0.47,0,2 - High School,4,3686,68,23,0,1,1.6214578727,1
152,433.97,0.48,1,2 - High School,3,1146,32,39,0,3,1.7390514038,3
153,10.34,0.97,0,2 - High School,4,1753,27,35,0,2,0.6913541546,2
154,-40.55,1.03,1,3 - BSc/MSc,3,1684,35,26,1,2,0.7505319261,2
155,477.21,0.12,0,3 - BSc/MSc,2,2333,49,19,1,3,1.681835422,3
156,589.33,0.43,0,3 - BSc/MSc,3,1354,24,30,1,3,0.8875342043,3
157,130.04,0.78,0,2 - High School,4,3825,67,32,0,1,0.5013009249,1
158,343.07,0.44,1,3 - BSc/MSc,3,1181,34,28,0,3,1.2363323131,3
159,413.31,0.22,1,3 - BSc/MSc,2,3044,58,40,1,3,1.7947725774,3
160,-52,1.05,1,3 - BSc/MSc,2,2234,42,20,2,2,1.7045863866,2
161,509.11,0.06,1,3 - BSc/MSc,4,3082,44,33,2,3,1.0332673971,3
162,471.21,0.25,0,3 - BSc/MSc,1,2285,39,41,0,3,1.6747085376,3
163,423.64,0.3,1,3 - BSc/MSc,1,1652,40,32,0,3,0.6926426492,3
164,103.02,0.81,1,2 - High School,4,2412,43,25,1,2,1.1059107752,2
165,269.61,0.51,1,3 - BSc/MSc,2,1402,31,19,0,2,1.9926445063,2
166,446.08,0.26,0,3 - BSc/MSc,4,2155,42,35,0,3,0.7944554171,3
167,493.43,0.52,1,1 - Basic,4,3617,65,21,0,1,1.8994715381,1
168,188.93,0.67,0,3 - BSc/MSc,2,3994,75,20,0,1,1.5332531836,1
169,205.16,0.72,1,2 - High School,4,927,19,39,0,2,1.6651035623,2
170,211.84,0.58,0,3 - BSc/MSc,3,3196,63,28,1,1,0.4852948894,1
171,455.87,0.4,0,1 - Basic,4,3916,75,32,0,1,1.3691239388,1
173,437.31,0.29,1,2 - High School,4,2609,56,29,0,3,0.5505475588,3
174,5.34,0.96,1,2 - High School,2,2902,50,23,0,1,1.2691211111,1
175,38.01,0.9,1,4 - PhD,1,1664,37,26,0,2,0.6856308827,2
176,360.63,0.32,1,2 - High School,4,2854,50,39,1,3,1.6358885831,3
177,-57.9,1.05,0,3 - BSc/MSc,4,3198,48,31,0,1,0.8579352263,1
178,453.2,0.28,1,2 - High School,3,2103,53,29,0,3,0.2760533301,3
179,74.35,0.86,1,3 - BSc/MSc,3,1979,40,28,0,2,0.4702271052,2
180,284.07,0.6,0,2 - High School,3,1739,34,32,0,2,0.9878618799,2
181,61.13,0.91,0,3 - BSc/MSc,3,3234,72,36,0,1,1.0680969152,1
182,-25.66,1,0,2 - High School,1,4091,75,34,1,1,1.1089189215,1
183,133.92,0.86,0,2 - High School,1,826,25,21,0,2,1.7542081849,2
184,465.65,0.22,1,3 - BSc/MSc,2,2195,43,39,1,3,1.3718208084,3
185,-62.23,1.07,1,2 - High School,4,2419,32,23,0,2,1.3861107434,2
186,426.64,0.27,1,3 - BSc/MSc,1,1020,34,33,0,3,1.2953143422,3
187,-128.24,1.07,1,1 - Basic,2,1247,17,23,0,2,1.4033872516,2
188,422.99,0.19,1,4 - PhD,4,1924,34,32,1,3,0.5161738578,3
189,201.82,0.79,1,3 - BSc/MSc,3,3035,65,39,0,1,1.5404195842,1
190,9.34,0.94,1,3 - BSc/MSc,2,3057,62,30,0,1,0.6833093935,1
191,18.34,0.93,1,3 - BSc/MSc,4,2620,45,38,1,2,1.4487457553,2
192,872.07,0.12,0,1 - Basic,2,1486,22,20,0,3,2.192307875,3
193,436.42,0.25,1,3 - BSc/MSc,4,3544,64,38,1,1,1.7428283755,1
194,-25,1,1,4 - PhD,2,2549,41,25,0,2,1.1963612324,2
195,-101,1.14,1,3 - BSc/MSc,4,2349,38,26,1,2,1.0701896649,2
196,379.63,0.39,0,3 - BSc/MSc,4,3115,58,30,0,1,1.0319688385,1
197,-51.54,1.05,1,3 - BSc/MSc,4,3806,73,22,1,1,1.3874791938,1
198,168.71,0.66,0,4 - PhD,3,3746,71,26,1,1,0.5940489786,1
199,-30.78,1.01,1,3 - BSc/MSc,4,3333,61,21,0,1,1.4547153997,1
200,278.38,0.62,1,3 - BSc/MSc,4,3221,58,20,0,1,1.5662965042,1
201,303.09,0.38,1,3 - BSc/MSc,1,1938,31,27,3,3,0.956588555,3
202,263.62,0.62,1,1 - Basic,3,2686,63,25,0,1,1.1847343029,1
203,183.26,0.84,1,3 - BSc/MSc,4,2544,56,27,0,1,1.0649868165,1
204,50.9,0.88,1,2 - High School,3,1592,31,20,0,2,1.5980305032,2
205,-122.24,1.13,1,2 - High School,1,2782,55,33,0,2,1.2895453219,2
206,328.73,0.46,1,2 - High School,3,1968,33,40,0,3,1.6818010318,3
207,260.72,0.64,0,2 - High School,1,2900,64,38,0,1,1.5097959528,1
208,45.02,0.89,0,3 - BSc/MSc,3,3960,71,19,0,1,1.6928923775,1
209,410.86,0.43,1,2 - High School,4,3032,51,24,0,3,1.3228906859,3
210,63.35,0.89,1,2 - High School,1,873,32,31,1,2,0.8926346201,2
211,431.33,0.18,1,3 - BSc/MSc,1,2343,54,32,1,3,0.4629630346,3
212,-60,1.06,1,3 - BSc/MSc,4,2400,48,23,2,2,1.374106775,2
213,496.65,0.21,1,3 - BSc/MSc,4,3083,56,30,1,3,0.9314551953,3
214,-146.91,1.21,1,1 - Basic,1,2439,46,20,1,2,1.8868635588,2
215,443.09,0.24,1,4 - PhD,1,1609,40,23,1,3,1.2337324881,3
216,324.4,0.58,1,3 - BSc/MSc,1,2106,49,32,0,3,0.7858703435,3
217,391.2,0.32,1,3 - BSc/MSc,3,2736,58,24,0,3,1.1733223884,3
218,312.73,0.45,1,3 - BSc/MSc,4,1363,26,23,0,3,1.5475934169,3
219,57.23,0.88,1,2 - High School,4,3012,49,25,1,1,0.9017900598,1
220,31.01,0.93,1,2 - High School,4,1342,23,31,0,2,0.4147480991,2
221,249.05,0.66,1,2 - High School,1,4031,68,26,0,1,0.8687449438,1
222,-25,1,1,4 - PhD,3,3738,72,32,0,1,0.777849314,1
223,183.92,0.72,1,3 - BSc/MSc,4,1934,45,23,0,2,1.2852363309,2
224,436.53,0.4,0,3 - BSc/MSc,4,1757,49,33,0,3,0.6792182423,3
225,511.54,0.23,1,2 - High School,1,2746,40,31,0,3,0.6057701283,3
226,-47,1.04,1,3 - BSc/MSc,1,2469,48,38,1,2,1.3976667321,2
227,84.02,0.84,0,3 - BSc/MSc,2,3643,69,39,0,1,1.4634135754,1
228,807.72,0,1,2 - High School,4,1607,34,35,0,3,1.5049324073,3
229,-189.25,1.2,0,3 - BSc/MSc,4,1109,29,19,0,2,2.0599173593,2
230,279.94,0.54,1,3 - BSc/MSc,1,3226,65,36,0,1,1.169617812,1
231,-69.12,1.06,0,2 - High School,1,3812,69,36,0,1,1.313409526,1
232,461.99,0.41,0,2 - High School,3,3851,72,41,0,1,2.186962347,1
233,514.32,0.16,1,2 - High School,4,2524,52,31,0,3,0.391137841,3
234,114.36,0.88,1,2 - High School,1,1650,31,21,0,2,1.471777433,2
235,-13.33,0.99,1,1 - Basic,2,1980,20,25,0,2,0.89081033,2
236,374.2,0.28,1,3 - BSc/MSc,1,2568,54,38,1,3,1.3808087976,3
237,752.03,0.27,0,2 - High School,4,3573,68,29,0,3,1.7235152123,3
238,293.06,0.65,1,2 - High School,4,2924,52,38,0,1,1.5454017208,1
239,549.65,0.43,1,2 - High School,4,1889,44,24,0,3,0.9681703997,3
240,564.43,0.33,0,2 - High School,1,3506,68,24,0,3,1.6521028209,3
241,481.77,0.07,1,3 - BSc/MSc,1,2418,46,24,1,3,0.9519701156,3
242,381.53,0.49,1,2 - High School,4,642,30,33,0,3,1.6946527528,3
243,51.35,0.88,0,3 - BSc/MSc,1,3766,64,41,0,1,1.7964709655,1
244,493.09,0.32,0,3 - BSc/MSc,4,3676,71,31,0,1,1.4222099578,1
245,161.25,0.75,1,3 - BSc/MSc,3,1207,28,27,0,2,0.898401133,2
246,-20.55,1,1,1 - Basic,3,566,23,32,0,2,1.2399238646,2
247,308.73,0.5,1,3 - BSc/MSc,2,1637,30,26,0,3,1.1311871435,3
248,557.12,0,1,3 - BSc/MSc,3,2389,48,22,0,3,1.2490529004,3
249,-58.99,1.06,1,3 - BSc/MSc,3,1817,34,33,1,2,0.543884841,2
250,535.88,0.12,1,4 - PhD,4,2572,43,29,0,3,0.4502522157,3
251,704.24,0.35,1,2 - High School,4,1579,29,25,1,3,1.2338771169,3
252,-25,1,1,3 - BSc/MSc,4,1920,36,38,0,2,1.1778973089,2
253,-20,0.99,1,3 - BSc/MSc,2,2319,48,41,1,2,1.7119394883,2
254,348.61,0.46,0,3 - BSc/MSc,3,4374,74,26,0,1,1.320029431,1
255,7,0.95,1,2 - High School,4,1903,32,21,0,2,1.4532097846,2
256,875.63,0.21,0,1 - Basic,1,3842,72,40,0,3,2.6920115532,3
257,302.95,0.55,1,4 - PhD,3,2945,59,26,0,1,1.0127713526,1
258,1105.42,0.21,0,3 - BSc/MSc,1,380,21,25,0,3,3.0574000933,3
259,37.02,0.9,1,2 - High School,4,3463,59,20,0,1,1.4900262352,1
260,455.97,0.35,1,4 - PhD,4,1201,30,32,0,3,1.051452826,3
261,582.11,0.08,1,4 - PhD,4,2692,46,29,1,3,0.6233132366,3
262,338.84,0.45,1,3 - BSc/MSc,3,1008,29,24,0,3,1.6349923042,3
263,255.95,0.66,1,1 - Basic,1,931,25,34,0,2,1.298784604,2
264,320.97,0.35,0,3 - BSc/MSc,4,3195,70,36,1,1,1.2618340311,1
265,-41.33,1.03,1,3 - BSc/MSc,4,2715,41,22,2,1,1.5569604998,1
266,1160.88,0,1,3 - BSc/MSc,1,881,26,19,0,3,3.3193977565,3
267,572.77,0.11,1,3 - BSc/MSc,4,1282,34,23,1,3,1.4170581481,3
268,431.42,0.37,1,2 - High School,3,2247,44,32,0,3,0.4348741123,3
269,-42.67,1.02,1,2 - High School,4,1697,39,40,0,2,1.4752377703,2
270,259.06,0.51,1,2 - High School,4,3532,74,33,0,1,0.715277627,1
271,210.71,0.65,0,3 - BSc/MSc,2,4032,70,36,0,1,1.1590269539,1
272,152.59,0.75,1,1 - Basic,4,2451,40,33,0,2,0.9301465285,2
273,373.07,0.46,1,2 - High School,1,2048,35,36,0,3,1.0586601854,3
274,417.44,0.21,1,2 - High School,3,2029,48,23,1,3,1.130962027,3
275,-25,1,0,2 - High School,1,3869,67,21,0,1,1.480476639,1
276,222.16,0.68,0,2 - High School,1,3504,69,26,0,1,0.6234375051,1
277,-60,1.06,1,3 - BSc/MSc,1,2888,48,21,2,1,1.6264449921,1
278,287.95,0.61,0,1 - Basic,3,2937,68,25,0,1,1.0701372889,1
279,321.62,0.56,1,2 - High School,1,4343,75,32,0,1,1.1794273625,1
280,193.04,0.79,0,1 - Basic,1,4386,78,18,0,1,1.9685837407,1
281,241.05,0.61,1,3 - BSc/MSc,3,1076,29,31,1,2,1.0455486403,2
282,-175,1.3,1,3 - BSc/MSc,1,3083,54,39,1,1,1.9392074293,1
283,473.43,0.16,1,2 - High School,2,2419,52,21,1,3,1.3963614329,3
284,284.06,0.7,1,1 - Basic,3,1281,19,28,0,2,1.1342340793,2
285,10.34,0.96,0,3 - BSc/MSc,4,3550,72,21,0,1,1.3787090922,1
286,414.98,0.25,1,2 - High School,2,1957,39,24,0,3,1.006630443,3
287,698.57,0.21,1,3 - BSc/MSc,3,3301,63,29,0,3,1.3788968938,3
288,618.8,0,1,2 - High School,3,2193,41,28,0,3,0.5275646104,3
289,172.26,0.77,1,1 - Basic,1,1202,24,40,0,2,1.6274386486,2
290,73.02,0.87,0,2 - High School,1,902,25,29,0,2,0.8942939008,2
291,144.26,0.77,1,3 - BSc/MSc,1,1918,39,22,1,2,1.3638515383,2
292,562.11,0.26,0,2 - High School,4,1192,24,24,0,3,1.3652249265,3
293,-133.24,1.1,1,2 - High School,4,3167,72,42,0,1,2.1995214701,1
294,541.54,0.3,1,2 - High School,1,2128,38,39,0,3,1.3675277992,3
295,390.75,0.28,0,3 - BSc/MSc,4,3579,70,22,1,1,1.5082865077,1
296,190.82,0.81,0,2 - High School,4,1956,44,25,0,2,1.0470321947,2
297,-49.11,1.04,1,4 - PhD,4,3591,61,30,1,1,0.7393310628,1
298,-111.55,1.16,1,3 - BSc/MSc,1,3409,60,24,1,1,1.2844107406,1
299,-43.78,1.03,0,4 - PhD,4,3388,67,29,0,1,0.7231750329,1
300,-25,1,0,2 - High School,4,3598,76,25,0,1,0.9349048378,1
301,29.01,0.92,1,3 - BSc/MSc,4,2328,40,31,0,2,0.6032876696,2
302,1356.71,0.05,0,1 - Basic,1,1497,25,40,0,3,3.7108618368,3
303,-59.34,1.06,1,2 - High School,1,2079,50,22,0,2,1.3862571701,2
304,-86.45,1.1,1,3 - BSc/MSc,2,1687,31,39,0,2,1.3793176173,2
305,-20,0.99,1,3 - BSc/MSc,3,2095,34,21,0,2,1.5005635166,2
306,-37.31,1.02,0,3 - BSc/MSc,3,3345,73,27,2,1,0.7976942158,1
307,81.14,0.83,1,3 - BSc/MSc,1,1624,25,20,0,2,1.6032144981,2
308,345.5,0.53,0,3 - BSc/MSc,4,3688,75,23,0,1,1.2895322458,1
309,-50.22,1.05,0,4 - PhD,4,4118,73,41,1,1,1.9927530739,1
310,13.23,0.95,0,2 - High School,3,1786,29,38,0,2,1.1420599856,2
311,9.45,0.95,1,2 - High School,2,1731,44,31,0,2,0.1376828268,2
312,145.47,0.77,1,3 - BSc/MSc,3,3927,62,40,1,1,1.6500488345,1
313,683.8,0,1,3 - BSc/MSc,4,2896,61,25,0,3,1.2619884274,3
314,417.99,0.18,1,4 - PhD,1,2646,40,34,2,3,0.8526545494,3
315,-102.57,1.09,1,1 - Basic,3,3179,60,41,0,1,2.0094654401,1
316,151.04,0.77,0,3 - BSc/MSc,3,3834,70,40,0,1,1.6286301686,1
317,14.23,0.97,1,1 - Basic,4,1569,29,36,0,2,0.8574237673,2
318,331.5,0.49,1,3 - BSc/MSc,4,1779,26,29,0,3,0.8156717317,3
319,25.23,0.93,0,2 - High School,4,2802,57,32,0,1,0.9234322429,1
320,320.62,0.52,1,2 - High School,4,2297,31,26,0,3,0.9653174557,3
321,377.97,0.31,1,3 - BSc/MSc,4,2675,45,42,1,3,1.9556509188,3
322,591,0.19,1,2 - High School,4,2333,48,30,0,3,0.3613283406,3
323,320.85,0.37,0,2 - High School,4,3789,77,24,1,1,1.1352623755,1
324,346.53,0.55,1,2 - High School,1,1081,26,36,0,3,1.5667674413,3
325,-69.23,1.07,1,3 - BSc/MSc,3,1371,32,37,0,2,1.1363368449,2
326,-16.22,0.99,1,2 - High School,3,1967,37,34,0,2,0.6169518345,2
327,242.16,0.65,0,4 - PhD,1,3346,71,36,0,1,1.0815924699,1
328,205.48,0.72,1,2 - High School,4,1533,22,25,0,2,1.0794651459,2
329,-222.37,1.25,1,1 - Basic,1,1796,25,21,0,2,1.7653780096,2
330,-47.77,1.04,1,2 - High School,1,4292,81,37,2,1,1.5689639872,1
