CustID,CustMonVal,ClaimsRate,IMP_Children,IMP_EducDeg,IMP_GeoLivArea,IMP_MonthSal,age,policy_time,reversals,_SEGMENT_,Distance,EM_SEGMENT
183,133.92,0.86,0,2 - High School,1,826,25,21,0,3,1.6004460895,3
184,465.65,0.22,1,3 - BSc/MSc,2,2195,43,39,1,5,0.4952903883,5
185,-62.23,1.07,1,2 - High School,4,2419,32,23,0,1,1.2278118174,1
186,426.64,0.27,1,3 - BSc/MSc,1,1020,34,33,0,5,1.1787393122,5
187,-128.24,1.07,1,1 - Basic,2,1247,17,23,0,3,1.2328283246,3
188,422.99,0.19,1,4 - PhD,4,1924,34,32,1,5,0.6523165279,5
189,201.82,0.79,1,3 - BSc/MSc,3,3035,65,39,0,2,0.5917109959,2
190,9.34,0.94,1,3 - BSc/MSc,2,3057,62,30,0,1,1.0305946579,1
191,18.34,0.93,1,3 - BSc/MSc,4,2620,45,38,1,2,0.8051632257,2
192,872.07,0.12,0,1 - Basic,2,1486,22,20,0,4,1.7983852995,4
193,436.42,0.25,1,3 - BSc/MSc,4,3544,64,38,1,2,1.3278977989,2
194,-25,1,1,4 - PhD,2,2549,41,25,0,1,1.0292981113,1
195,-101,1.14,1,3 - BSc/MSc,4,2349,38,26,1,3,1.0858306748,3
196,379.63,0.39,0,3 - BSc/MSc,4,3115,58,30,0,4,1.3671165918,4
197,-51.54,1.05,1,3 - BSc/MSc,4,3806,73,22,1,1,0.8537998511,1
198,168.71,0.66,0,4 - PhD,3,3746,71,26,1,1,0.4940958016,1
199,-30.78,1.01,1,3 - BSc/MSc,4,3333,61,21,0,1,0.7599532704,1
200,278.38,0.62,1,3 - BSc/MSc,4,3221,58,20,0,1,0.9139398105,1
201,303.09,0.38,1,3 - BSc/MSc,1,1938,31,27,3,4,0.8511081236,4
202,263.62,0.62,1,1 - Basic,3,2686,63,25,0,1,0.925634875,1
203,183.26,0.84,1,3 - BSc/MSc,4,2544,56,27,0,1,0.9937699738,1
204,50.9,0.88,1,2 - High School,3,1592,31,20,0,3,1.4907564731,3
205,-122.24,1.13,1,2 - High School,1,2782,55,33,0,2,1.1653921979,2
206,328.73,0.46,1,2 - High School,3,1968,33,40,0,5,0.8800859984,5
207,260.72,0.64,0,2 - High School,1,2900,64,38,0,2,0.7513457083,2
208,45.02,0.89,0,3 - BSc/MSc,3,3960,71,19,0,1,1.0201236773,1
209,410.86,0.43,1,2 - High School,4,3032,51,24,0,4,0.9183031223,4
210,63.35,0.89,1,2 - High School,1,873,32,31,1,3,0.7577263923,3
211,431.33,0.18,1,3 - BSc/MSc,1,2343,54,32,1,5,0.6809900089,5
212,-60,1.06,1,3 - BSc/MSc,4,2400,48,23,2,1,1.2385340762,1
213,496.65,0.21,1,3 - BSc/MSc,4,3083,56,30,1,4,1.2872855155,4
214,-146.91,1.21,1,1 - Basic,1,2439,46,20,1,1,1.5550128546,1
215,443.09,0.24,1,4 - PhD,1,1609,40,23,1,4,0.6140789075,4
216,324.4,0.58,1,3 - BSc/MSc,1,2106,49,32,0,5,0.8597013752,5
217,391.2,0.32,1,3 - BSc/MSc,3,2736,58,24,0,4,0.6730602216,4
218,312.73,0.45,1,3 - BSc/MSc,4,1363,26,23,0,4,1.0650256317,4
219,57.23,0.88,1,2 - High School,4,3012,49,25,1,1,0.4672401821,1
220,31.01,0.93,1,2 - High School,4,1342,23,31,0,3,0.3024117777,3
221,249.05,0.66,1,2 - High School,1,4031,68,26,0,1,0.8738101458,1
222,-25,1,1,4 - PhD,3,3738,72,32,0,2,0.9669524681,2
223,183.92,0.72,1,3 - BSc/MSc,4,1934,45,23,0,4,1.1965440204,4
224,436.53,0.4,0,3 - BSc/MSc,4,1757,49,33,0,5,0.5729050532,5
225,511.54,0.23,1,2 - High School,1,2746,40,31,0,5,1.0131042391,5
226,-47,1.04,1,3 - BSc/MSc,1,2469,48,38,1,2,1.0627199633,2
227,84.02,0.84,0,3 - BSc/MSc,2,3643,69,39,0,2,0.5409914572,2
228,807.72,0,1,2 - High School,4,1607,34,35,0,5,1.3575195072,5
229,-189.25,1.2,0,3 - BSc/MSc,4,1109,29,19,0,3,1.8942750127,3
230,279.94,0.54,1,3 - BSc/MSc,1,3226,65,36,0,2,0.6734389665,2
231,-69.12,1.06,0,2 - High School,1,3812,69,36,0,2,0.8814453579,2
232,461.99,0.41,0,2 - High School,3,3851,72,41,0,2,1.6473560022,2
233,514.32,0.16,1,2 - High School,4,2524,52,31,0,5,0.8774746752,5
234,114.36,0.88,1,2 - High School,1,1650,31,21,0,3,1.3855725341,3
235,-13.33,0.99,1,1 - Basic,2,1980,20,25,0,3,0.8468622523,3
236,374.2,0.28,1,3 - BSc/MSc,1,2568,54,38,1,5,0.7382567384,5
237,752.03,0.27,0,2 - High School,4,3573,68,29,0,4,1.9278987364,4
238,293.06,0.65,1,2 - High School,4,2924,52,38,0,2,0.8436605626,2
239,549.65,0.43,1,2 - High School,4,1889,44,24,0,4,0.3959628935,4
240,564.43,0.33,0,2 - High School,1,3506,68,24,0,4,1.3995258533,4
241,481.77,0.07,1,3 - BSc/MSc,1,2418,46,24,1,4,0.2530301322,4
242,381.53,0.49,1,2 - High School,4,642,30,33,0,5,1.5727977766,5
243,51.35,0.88,0,3 - BSc/MSc,1,3766,64,41,0,2,0.8770061905,2
244,493.09,0.32,0,3 - BSc/MSc,4,3676,71,31,0,2,1.7565977284,2
245,161.25,0.75,1,3 - BSc/MSc,3,1207,28,27,0,3,0.7900741461,3
246,-20.55,1,1,1 - Basic,3,566,23,32,0,3,1.094171462,3
247,308.73,0.5,1,3 - BSc/MSc,2,1637,30,26,0,4,0.9080726433,4
248,557.12,0,1,3 - BSc/MSc,3,2389,48,22,0,4,0.4952124509,4
249,-58.99,1.06,1,3 - BSc/MSc,3,1817,34,33,1,3,0.6257708776,3
250,535.88,0.12,1,4 - PhD,4,2572,43,29,0,4,0.8708110516,4
251,704.24,0.35,1,2 - High School,4,1579,29,25,1,4,1.0725663819,4
252,-25,1,1,3 - BSc/MSc,4,1920,36,38,0,3,1.3014440378,3
253,-20,0.99,1,3 - BSc/MSc,2,2319,48,41,1,2,1.3089117534,2
254,348.61,0.46,0,3 - BSc/MSc,3,4374,74,26,0,1,1.3764380768,1
255,7,0.95,1,2 - High School,4,1903,32,21,0,3,1.376299055,3
256,875.63,0.21,0,1 - Basic,1,3842,72,40,0,5,2.4454148988,5
257,302.95,0.55,1,4 - PhD,3,2945,59,26,0,1,0.8982656695,1
258,1105.42,0.21,0,3 - BSc/MSc,1,380,21,25,0,4,3.055486259,4
259,37.02,0.9,1,2 - High School,4,3463,59,20,0,1,0.7158855954,1
260,455.97,0.35,1,4 - PhD,4,1201,30,32,0,5,1.0697518942,5
261,582.11,0.08,1,4 - PhD,4,2692,46,29,1,4,0.9925164768,4
262,338.84,0.45,1,3 - BSc/MSc,3,1008,29,24,0,4,1.3063078852,4
263,255.95,0.66,1,1 - Basic,1,931,25,34,0,3,1.2965559486,3
264,320.97,0.35,0,3 - BSc/MSc,4,3195,70,36,1,2,0.83593787,2
265,-41.33,1.03,1,3 - BSc/MSc,4,2715,41,22,2,1,0.9861044475,1
266,1160.88,0,1,3 - BSc/MSc,1,881,26,19,0,4,3.071690663,4
267,572.77,0.11,1,3 - BSc/MSc,4,1282,34,23,1,4,0.9896501612,4
268,431.42,0.37,1,2 - High School,3,2247,44,32,0,5,0.6475612329,5
269,-42.67,1.02,1,2 - High School,4,1697,39,40,0,3,1.5685749248,3
270,259.06,0.51,1,2 - High School,4,3532,74,33,0,2,0.8202272481,2
271,210.71,0.65,0,3 - BSc/MSc,2,4032,70,36,0,2,0.8565039005,2
272,152.59,0.75,1,1 - Basic,4,2451,40,33,0,2,1.0121999739,2
273,373.07,0.46,1,2 - High School,1,2048,35,36,0,5,0.437855449,5
274,417.44,0.21,1,2 - High School,3,2029,48,23,1,4,0.332134224,4
275,-25,1,0,2 - High School,1,3869,67,21,0,1,0.8861868384,1
276,222.16,0.68,0,2 - High School,1,3504,69,26,0,1,0.504531981,1
277,-60,1.06,1,3 - BSc/MSc,1,2888,48,21,2,1,0.9909396959,1
278,287.95,0.61,0,1 - Basic,3,2937,68,25,0,1,0.8206927255,1
279,321.62,0.56,1,2 - High School,1,4343,75,32,0,2,1.5133458482,2
280,193.04,0.79,0,1 - Basic,1,4386,78,18,0,1,1.4146477103,1
281,241.05,0.61,1,3 - BSc/MSc,3,1076,29,31,1,3,1.0169811975,3
282,-175,1.3,1,3 - BSc/MSc,1,3083,54,39,1,2,1.1989757866,2
283,473.43,0.16,1,2 - High School,2,2419,52,21,1,4,0.5387411067,4
284,284.06,0.7,1,1 - Basic,3,1281,19,28,0,3,1.1071105542,3
285,10.34,0.96,0,3 - BSc/MSc,4,3550,72,21,0,1,0.6628937713,1
286,414.98,0.25,1,2 - High School,2,1957,39,24,0,4,0.3353692321,4
287,698.57,0.21,1,3 - BSc/MSc,3,3301,63,29,0,4,1.6126159392,4
288,618.8,0,1,2 - High School,3,2193,41,28,0,4,0.7991826056,4
289,172.26,0.77,1,1 - Basic,1,1202,24,40,0,5,1.634626939,5
290,73.02,0.87,0,2 - High School,1,902,25,29,0,3,0.7274307776,3
291,144.26,0.77,1,3 - BSc/MSc,1,1918,39,22,1,3,1.323724972,3
292,562.11,0.26,0,2 - High School,4,1192,24,24,0,4,1.0468265738,4
293,-133.24,1.1,1,2 - High School,4,3167,72,42,0,2,1.2779599162,2
294,541.54,0.3,1,2 - High School,1,2128,38,39,0,5,0.526450594,5
295,390.75,0.28,0,3 - BSc/MSc,4,3579,70,22,1,1,1.1380281547,1
296,190.82,0.81,0,2 - High School,4,1956,44,25,0,3,1.0585948165,3
297,-49.11,1.04,1,4 - PhD,4,3591,61,30,1,1,1.1109473329,1
298,-111.55,1.16,1,3 - BSc/MSc,1,3409,60,24,1,1,0.8972293213,1
299,-43.78,1.03,0,4 - PhD,4,3388,67,29,0,1,0.960930747,1
300,-25,1,0,2 - High School,4,3598,76,25,0,1,0.6078129397,1
301,29.01,0.92,1,3 - BSc/MSc,4,2328,40,31,0,3,0.7856802201,3
302,1356.71,0.05,0,1 - Basic,1,1497,25,40,0,5,3.5206160677,5
303,-59.34,1.06,1,2 - High School,1,2079,50,22,0,3,1.3266450765,3
304,-86.45,1.1,1,3 - BSc/MSc,2,1687,31,39,0,3,1.4589003841,3
305,-20,0.99,1,3 - BSc/MSc,3,2095,34,21,0,3,1.4439182131,3
306,-37.31,1.02,0,3 - BSc/MSc,3,3345,73,27,2,1,0.7395299385,1
307,81.14,0.83,1,3 - BSc/MSc,1,1624,25,20,0,3,1.5053064005,3
308,345.5,0.53,0,3 - BSc/MSc,4,3688,75,23,0,1,0.9608640173,1
309,-50.22,1.05,0,4 - PhD,4,4118,73,41,1,2,1.258987463,2
310,13.23,0.95,0,2 - High School,3,1786,29,38,0,3,1.2591582799,3
311,9.45,0.95,1,2 - High School,2,1731,44,31,0,3,0.2429988575,3
312,145.47,0.77,1,3 - BSc/MSc,3,3927,62,40,1,2,0.8579149023,2
313,683.8,0,1,3 - BSc/MSc,4,2896,61,25,0,4,1.0952487747,4
314,417.99,0.18,1,4 - PhD,1,2646,40,34,2,5,0.6996102979,5
315,-102.57,1.09,1,1 - Basic,3,3179,60,41,0,2,1.0877940708,2
316,151.04,0.77,0,3 - BSc/MSc,3,3834,70,40,0,2,0.792820952,2
317,14.23,0.97,1,1 - Basic,4,1569,29,36,0,3,0.9381897226,3
318,331.5,0.49,1,3 - BSc/MSc,4,1779,26,29,0,4,1.0199333528,4
319,25.23,0.93,0,2 - High School,4,2802,57,32,0,2,0.8961101925,2
320,320.62,0.52,1,2 - High School,4,2297,31,26,0,4,0.6971889474,4
321,377.97,0.31,1,3 - BSc/MSc,4,2675,45,42,1,5,1.1881828601,5
322,591,0.19,1,2 - High School,4,2333,48,30,0,4,1.0028870876,4
323,320.85,0.37,0,2 - High School,4,3789,77,24,1,1,0.8944636792,1
324,346.53,0.55,1,2 - High School,1,1081,26,36,0,5,1.1453217869,5
325,-69.23,1.07,1,3 - BSc/MSc,3,1371,32,37,0,3,1.1644731022,3
326,-16.22,0.99,1,2 - High School,3,1967,37,34,0,3,0.7626652287,3
327,242.16,0.65,0,4 - PhD,1,3346,71,36,0,2,0.5265547871,2
328,205.48,0.72,1,2 - High School,4,1533,22,25,0,3,1.0265020338,3
329,-222.37,1.25,1,1 - Basic,1,1796,25,21,0,3,1.6553770439,3
330,-47.77,1.04,1,2 - High School,1,4292,81,37,2,2,1.1958454995,2
